country,plant_name,capacity_megawatt,energy_source
"United Kingdom","Norton Fields Farm",1.3,"Wind"
"United Kingdom","Norton Hall",2.8,"Solar"
"United Kingdom","Nova Scotia Farm solar park",13.9,"Solar"
"United Kingdom","Novar 2",36.8,"Wind"
"United Kingdom","Nowhere Farm",8.1,"Solar"
"United Kingdom",Nutberry,15,"Wind"
"United Kingdom","Oak Cottage",4.8672,"Solar"
"United Kingdom","Oak Grove Biomass Facility",2,"Biomass"
"United Kingdom","Oak Grove Farm",5.7,"Solar"
"United Kingdom",Oakdale,4,"Wind"
"United Kingdom","Oakfield Farm",5,"Solar"
"United Kingdom","Oakfield Farm - extension",1.7,"Solar"
"United Kingdom",Oakham,4.639,"Solar"
"United Kingdom","Oaklands Farm - resubmission",6.9,"Solar"
"United Kingdom","Oaklands Plantation",5,"Solar"
"United Kingdom","Oatslie Landfill Gas",2,"Waste"
"United Kingdom","Ockendon 'B' Landfill Scheme",4.5,"Waste"
"United Kingdom","Ockendon Area III",8.5,"Waste"
"United Kingdom","Odell Glebe Solar Farm",16.8,"Solar"
"United Kingdom","Offham Landfill Site Phase II",1.2,"Waste"
"United Kingdom","Office Field",7.2,"Solar"
"United Kingdom","Old Rides solar Farm",8,"Solar"
"United Kingdom",Oldbury,40,"Biomass"
"United Kingdom","Oldside Wind Farm",5.4,"Wind"
"United Kingdom","Ongar Landfill Scheme",1,"Waste"
"United Kingdom","Ongar Landfill Scheme 2",1.8,"Waste"
"United Kingdom","Ora More",15,"Wind"
"United Kingdom","Orchard End Windfarm",4.1044,"Wind"
"United Kingdom","Orchard Farm",10,"Solar"
"United Kingdom",Ormonde,150,"Wind"
"United Kingdom",Orrin,18,"Hydro"
"United Kingdom","Orton Park Farm",1.6,"Wind"
"United Kingdom","Otherton Farm",4,"Solar"
"United Kingdom","Otterham Down Wind Farm (Resubmission)",3.2,"Wind"
"United Kingdom","Oulton Airfield Solar Farm (Phase 1)",5,"Solar"
"United Kingdom","Out Newton",9.1,"Wind"
"United Kingdom","Outwood Farm (Phase 1)",5,"Solar"
"United Kingdom","Ovenden Moor",9.2,"Wind"
"United Kingdom","Overton Solar Park",3.75232,"Solar"
"United Kingdom","Oving Solar Farm",5,"Solar"
"United Kingdom","Owenreagh Extension",5.1,"Wind"
"United Kingdom","Owenreagh Wind Farm",5,"Wind"
"United Kingdom","Owl's Hatch Solar Park",51.9376,"Solar"
"United Kingdom","Owls Lodge",10.0047,"Solar"
"United Kingdom","Owls Lodge Farm Extension",5,"Solar"
"United Kingdom",Oxcroft,4.189,"Solar"
"United Kingdom","Oxcroft Solar Farm",1,"Storage"
"United Kingdom","PARK WOOD SOLAR FARM",5,"Solar"
"United Kingdom","PG1-Coxhoe Waste Disposal Site",3.8,"Waste"
"United Kingdom","PG2 Bolam Power Generation",1,"Waste"
"United Kingdom","PG2 Bolam Power Generator (Extension)",1.1,"Waste"
"United Kingdom","PG4 St Bedes Power Generation",2,"Waste"
"United Kingdom","PG4 St Bedes Power Generation (Extension 2)",1,"Waste"
"United Kingdom","PG4 St Bedes Power Generation (Extension)",2,"Waste"
"United Kingdom","PROMISED LAND FARM",1,"Wind"
"United Kingdom","Packington Generation Plant Phase 3",8.5,"Waste"
"United Kingdom","Packington Solar Farm",13.9,"Solar"
"United Kingdom","Paddock Wood",9.2,"Solar"
"United Kingdom","Padleywood Farm",5,"Solar"
"United Kingdom","Pant y wal",25,"Wind"
"United Kingdom","Pant y wal extension",20,"Wind"
"United Kingdom","Pant-Y-Moch Farm",5,"Solar"
"United Kingdom","Parabel North Beer Solar Farm",6.8,"Solar"
"United Kingdom","Parc Adfer EfW",16,"Waste"
"United Kingdom","Parc Cynog",5,"Solar"
"United Kingdom","Parc Cynog",3.6,"Wind"
"United Kingdom","Parc Cynog Extension",8.4,"Wind"
"United Kingdom","Parciau Farm Solar Park",13.9,"Solar"
"United Kingdom","Parham Airfield (Great Glenham)",17.5,"Solar"
"United Kingdom","Park Farm",4,"Solar"
"United Kingdom","Park Lane",1,"Solar"
"United Kingdom","Park Spring",8.55,"Wind"
"United Kingdom","Park Wall Solar Park",5,"Solar"
"United Kingdom","ParkerSteel Shoreham Plant",1.8,"Solar"
"United Kingdom","Parkhill Solar Farm",5,"Solar"
"United Kingdom","Parkhouse Corner (Orta Solar)",6.6,"Solar"
"United Kingdom",Parklands,4.6,"Solar"
"United Kingdom","Parkview solar park",6.5,"Solar"
"United Kingdom","Parkwood Landfill Scheme",1.2,"Waste"
"United Kingdom","Partridge Farm",10.6,"Solar"
"United Kingdom","Pashley Farm",11.5,"Solar"
"United Kingdom","Pates Hill",14,"Wind"
"United Kingdom","Path Head",1,"Waste"
"United Kingdom","Patteson Court Landfill Site",1.8,"Waste"
"United Kingdom","Paul's Hill",64,"Wind"
"United Kingdom","Paulsgrove Landfill Site",2.4,"Waste"
"United Kingdom","Pearie Law",19.2,"Wind"
"United Kingdom","Pebble Hall Farm - resubmission - Food Waste AD",4,"Biomass"
"United Kingdom",Pebsham,3,"Waste"
"United Kingdom","Pebsham (Extension)",1,"Waste"
"United Kingdom","Peckfield Quarry Landfill Scheme",3.9,"Waste"
"United Kingdom",Pelham,49,"Storage"
"United Kingdom",Pembroke,2180,"Gas"
"United Kingdom","Pen Bryn Oer Wind Farm",4,"Wind"
"United Kingdom","Pen Rhiw",4.748,"Solar"
"United Kingdom","Pen y Bont",2.3,"Waste"
"United Kingdom","Pen y Cymoedd",228,"Wind"
"United Kingdom",Pen-Y-Cae,6.76227,"Solar"
"United Kingdom","Pen-Y-Fan A",6,"Solar"
"United Kingdom","Penare Farm Solar Farm",11,"Solar"
"United Kingdom",Pencoose,8.145,"Solar"
"United Kingdom","Pengelly Barton Farm",1,"Biomass"
"United Kingdom","Penmanshiel Wind Farm",28.7,"Wind"
"United Kingdom","Pennington Recycling Centre",1.2,"Solar"
"United Kingdom","Penny Hill Lane",19.8,"Wind"
"United Kingdom","Penrhiwarwydd Farm",8.5,"Solar"
"United Kingdom","Penrhys Wind Farm/Ferndale Power Factory",6.4,"Wind"
"United Kingdom","Pensipple Farm",5,"Solar"
"United Kingdom","Pentland Road",13.8,"Wind"
"United Kingdom","Pentre farm",5.5,"Solar"
"United Kingdom","Pentylands Farm",19,"Solar"
"United Kingdom","Penycae Solar Farm",5,"Solar"
"United Kingdom",Peterborough,240,"Gas"
"United Kingdom","Peterborough EfW",7.3,"Waste"
"United Kingdom",Peterhead,1180,"Gas"
"United Kingdom","Peterlee Solar Farm",5,"Solar"
"United Kingdom","Philip Dennis Food Service",3.8,"Storage"
"United Kingdom","Pierces Farm",1.74,"Solar"
"United Kingdom","Pilsworth Landfill Site",5,"Storage"
"United Kingdom","Pilsworth Quarry Landfill Scheme",4.1,"Waste"
"United Kingdom","Pingewood Road South",15.8,"Solar"
"United Kingdom","Pingry Farm - Phase 1",3.4,"Solar"
"United Kingdom","Pingry Farm - Phase 2",3.4,"Solar"
"United Kingdom","Pinguin Foods",1.5,"Solar"
"United Kingdom",Pitchford,10.2,"Solar"
"United Kingdom",Pitlochry,15,"Hydro"
"United Kingdom","Pitsea Landfill Scheme",11.6,"Waste"
"United Kingdom","Pitsea Tipp",14,"Waste"
"United Kingdom","Pitts Farm (revised application)",2.6,"Solar"
"United Kingdom","Pitworthy Farm Solar Park",18,"Solar"
"United Kingdom","Place Barton Farm",4.9,"Solar"
"United Kingdom","Plascow wind cluster (resubmission)",2.4,"Wind"
"United Kingdom",Playters,8.6295,"Solar"
"United Kingdom","Plusterwine House - Anaerobic Digestion Plant (Retrospective)",1.5,"Biomass"
"United Kingdom","Pogbie Wind Farm 1",5.1,"Wind"
"United Kingdom","Pogbie Wind Farm 2",4.8,"Wind"
"United Kingdom","Point Wind / Beinn Ghrideag Farm",9,"Wind"
"United Kingdom","Pollington Solar Farm",5,"Solar"
"United Kingdom","Pollnalaght (Cornavarrow)",38.4,"Wind"
"United Kingdom","Polmaugan Farm",5,"Solar"
"United Kingdom","Pond Farm Solar Farm",3.60354,"Solar"
"United Kingdom","Pont Andrew",1.5443,"Solar"
"United Kingdom","Poole Generation Plant",2.4,"Waste"
"United Kingdom","Popehill Farm",5,"Solar"
"United Kingdom","Poplars Anaerobic Digestion Facility (Waste AD)",6,"Biomass"
"United Kingdom","Port of Barry (Resubmission) - Site 1",4.5,"Solar"
"United Kingdom","Port of Barry (Resubmission) - Site 2",5,"Solar"
"United Kingdom","Port of Liverpool",10,"Wind"
"United Kingdom","Port of Sheerness Wind Farm Ltd",8.2,"Wind"
"United Kingdom","Port of Tilbury",9.2,"Wind"
"United Kingdom","Port of Tyne",35,"Storage"
"United Kingdom","Portley Ford Landfill Site",1.8,"Waste"
"United Kingdom","Portsmouth ERF",14,"Waste"
"United Kingdom","Porvair International Ltd",1.8,"Solar"
"United Kingdom","Potato Pot",7.2,"Wind"
"United Kingdom","Potters Bar Solar Farm",5,"Solar"
"United Kingdom","Pressock Farm",5,"Solar"
"United Kingdom","Preston Road AD Plant (Waste AD)",2.8,"Biomass"
"United Kingdom","Prestop Park",15.852,"Solar"
"United Kingdom","Priest Weston",1,"Solar"
"United Kingdom","Primrose Hill",4.3452,"Solar"
"United Kingdom","Princes Gate Spring Water",1.6,"Wind"
"United Kingdom","Priors Byne Farm",7.6,"Solar"
"United Kingdom",Promens,1.64852,"Solar"
"United Kingdom","Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD)",2,"Biomass"
"United Kingdom","Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension",3,"Biomass"
"United Kingdom","Pulteney Distillery",3.5,"Biomass"
"United Kingdom","Pure Malt Products AD",1.5,"Biomass"
"United Kingdom",Puriton,4.5677,"Solar"
"United Kingdom","Puriton Landfill Solar Farm",11.4,"Solar"
"United Kingdom","PwllfaWatkin Landfill Gas Site",3.2,"Waste"
"United Kingdom","Pyde Drove",7,"Solar"
"United Kingdom","Pylle Southern solar park (Lower Easton Farm)",5,"Solar"
"United Kingdom","QE2 Reservoir",6.33765,"Solar"
"United Kingdom","Quarrendon Fields",1.5,"Wind"
"United Kingdom","Queen's Park Road Energy",1.8,"Waste"
"United Kingdom","Queens Park Energy",1.9,"Waste"
"United Kingdom","Quixwood Moor",29.9,"Wind"
"United Kingdom","ROOKERY FARM SOLAR FARM",5.3,"Solar"
"United Kingdom","RUDGE FARM SOLAR FARM",7,"Solar"
"United Kingdom","Race Bank (Phase 1)",286.5,"Wind"
"United Kingdom","Race farm",6.1,"Solar"
"United Kingdom",Radcliffe,4.1574,"Solar"
"United Kingdom","Raglington Farm Solar Park",4.6452,"Solar"
"United Kingdom",Rainbow,4.7907,"Solar"
"United Kingdom","Rainham Landfill Scheme  Phase I",3.9,"Waste"
"United Kingdom","Rainham Phase II",17,"Waste"
"United Kingdom","Rampion Offshore Wind Farm (Hastings Zone)",400,"Wind"
"United Kingdom","Rampisham North",5,"Solar"
"United Kingdom","Rampton Hospital Energy Centre",1.2,"Biomass"
"United Kingdom",Ramsey,1.8,"Wind"
"United Kingdom","Ramsey 2 Wind Farm",8.2032,"Wind"
"United Kingdom",Rannoch,45,"Hydro"
"United Kingdom","Ranson Moor (phase 1)",6,"Wind"
"United Kingdom","Ranson Moor Wind Farm (Phase 2)",4,"Wind"
"United Kingdom",Ratcliffe,2000,"Coal"
"United Kingdom","Ratcliffe GT",34,"Gas"
"United Kingdom","Rathsherry (Revised Application)",21,"Wind"
"United Kingdom","Ratty's Lane Sustainable Enery Facility (Waste AD)",3,"Biomass"
"United Kingdom","Ravens Close",5,"Solar"
"United Kingdom","Raventhorpe Farm",38,"Solar"
"United Kingdom",Ray,54.4,"Wind"
"United Kingdom","ReFood - Dagenham Docks Biogas (Waste AD)",1.4,"Biomass"
"United Kingdom","Reaches Farm Solar Park",6.1,"Solar"
"United Kingdom","Reaps Moss Wind Farm (resubmitted)",10.2,"Wind"
"United Kingdom","Rectory Farm/Emberton",9,"Solar"
"United Kingdom","Red Gap Moor Wind Farm",12.5,"Wind"
"United Kingdom","Red Hill Farm",4.8,"Solar"
"United Kingdom","Red Tile",24,"Wind"
"United Kingdom","Redbridge Road",6.4,"Solar"
"United Kingdom","Redcourt Farm",3.3,"Solar"
"United Kingdom","Redhall Industrial Estate",5,"Solar"
"United Kingdom","Redhill 2",3,"Waste"
"United Kingdom","Redlands Farm",6.2,"Solar"
"United Kingdom","Reepham Road (Waste AD)",1.5,"Biomass"
"United Kingdom","Reliance Street Mechanical Biological Treatment Facility (MBT)",2,"Biomass"
"United Kingdom","Reservoir Road (Farm AD)",1.1,"Biomass"
"United Kingdom","Rew Farm Solar Farm",6.1,"Solar"
"United Kingdom","Rexton Cross",2,"Solar"
"United Kingdom","Reydon Farm (resubmission)",3.9,"Solar"
"United Kingdom",Rheidol,55.975,"Hydro"
"United Kingdom","Rhewl Farm",6,"Solar"
"United Kingdom",Rhodders,12.3,"Wind"
"United Kingdom","Rhosygilwen Solar Farm",1,"Solar"
"United Kingdom","Rhug Estate",1.2,"Solar"
"United Kingdom","Rhyd-y-Pandy Solar Farm",6,"Solar"
"United Kingdom","Rhyl Flats",90,"Wind"
"United Kingdom","Rickfield Farm solar park",1,"Solar"
"United Kingdom","Ridham CHP Plant",25,"Biomass"
"United Kingdom","Rigby Landfill",3,"Waste"
"United Kingdom","Rigged Hill",5,"Wind"
"United Kingdom","Ring O Bells Farm",5,"Solar"
"United Kingdom","Rise Carr  Darlington / CLNR EES3-1",2.5,"Storage"
"United Kingdom",Risley,2,"Waste"
"United Kingdom","Risley '4' Landfill Scheme",5.9,"Waste"
"United Kingdom","Risley Sets 13 & 14",2.1,"Waste"
"United Kingdom","River Coiltie Hydro Scheme",1.9,"Hydro"
"United Kingdom","River E",3,"Hydro"
"United Kingdom","River Lochy Hydro",2,"Hydro"
"United Kingdom","River Pattack (resubmission)",2,"Hydro"
"United Kingdom","River Taodail Hydro",1.4,"Hydro"
"United Kingdom","Riverside Industrial Estate Gasification Plant",10.5,"Biomass"
"United Kingdom","Riverside Resource Recovery Facility (RRRF)",72,"Waste"
"United Kingdom","Riverside Sewage Treatment Works Digestion Plant",4,"Waste"
"United Kingdom","Roanhead Farm",6.5,"Solar"
"United Kingdom","Robin Rigg East",90,"Wind"
"United Kingdom","Robin Rigg West",90,"Wind"
"United Kingdom","Rock Farm / Goldborough Farm (Rookwood)",5,"Solar"
"United Kingdom",Rocksavage,810,"Gas"
"United Kingdom",Rodbaston,2.052,"Wind"
"United Kingdom","Rodbourne Rail Farm - Solar Park",7.6,"Solar"
"United Kingdom","Rolleston Park Farm",18.7,"Solar"
"United Kingdom","Rolls Royce Filton Campus Building 184",1.4,"Solar"
"United Kingdom","Rolls Royce Filton Campus Building 185",1.8,"Solar"
"United Kingdom","Rookery Business Park",5,"Solar"
"United Kingdom","Rookery Farm",3.8,"Solar"
"United Kingdom",Roos,17.1,"Wind"
"United Kingdom",Roosecote,49,"Storage"
"United Kingdom","Rose And Crown Farm",30,"Solar"
"United Kingdom","Rosedew Farm",5,"Solar"
"United Kingdom",Rosehall,24.7,"Wind"
"United Kingdom","Rosehill Wind Turbines",2.4,"Wind"
"United Kingdom","Roskrow Barton",1.7,"Wind"
"United Kingdom","Roskrow Farm",8.9,"Solar"
"United Kingdom","Rossendale Power",1.6,"Waste"
"United Kingdom","Rotherdale Farm",5,"Solar"
"United Kingdom","Rotherdale Farm - extension",9,"Solar"
"United Kingdom",Rothes,51,"Wind"
"United Kingdom","Rothes 2",41.4,"Wind"
"United Kingdom","Rothes Bio-Plant",8.3,"Biomass"
"United Kingdom",Rothiesholm,2.7,"Wind"
"United Kingdom","Roughside Hill",30,"Wind"
"United Kingdom","Roundponds Farm Solar Park",13.5,"Solar"
"United Kingdom","Roves Farm (Solar) - resubmission",12.7,"Solar"
"United Kingdom","Rowles Farm solar park",13,"Solar"
"United Kingdom",Rowley,1.9,"Waste"
"United Kingdom","Roxby Gas to Energy",8.5,"Waste"
"United Kingdom","Roxwell Landfill Scheme",1.3,"Waste"
"United Kingdom","Royd Moor",6.5,"Wind"
"United Kingdom","Royston Solar Farm (Phase 1) (a)",5,"Solar"
"United Kingdom",Ruabon,2.1,"Waste"
"United Kingdom","Rudbaxton Solar Park",10.8,"Solar"
"United Kingdom","Rudge Hill Farm",1.01886,"Solar"
"United Kingdom","Rufford Lane",2.6,"Solar"
"United Kingdom","Runcorn EfW",81,"Waste"
"United Kingdom","Runfold Landfill",1.2,"Waste"
"United Kingdom","Rushmoor Lane Farm (Cheshire Coppice)",5,"Solar"
"United Kingdom",Rusholme,24,"Wind"
"United Kingdom","Ryder Point Quarry Wind Turbines",5,"Wind"
"United Kingdom","Rydon Farm",12,"Solar"
"United Kingdom","Rye House",715,"Gas"
"United Kingdom","Rye Meads Sewerage Treatment Works",2.3,"Biomass"
"United Kingdom","Ryston Estate Solar Park",4.8,"Solar"
"United Kingdom","SAICA Paper Mill",41.6,"Biomass"
"United Kingdom","SAUNDERCROFT SOLAR FARM",7,"Solar"
"United Kingdom","SELCHP ERF",32,"Cogeneration"
"United Kingdom","SPD 2 Hall Farm",14.9147,"Solar"
"United Kingdom","SPD 3 Grange Farm",9.49544,"Solar"
"United Kingdom","SPD 4 Gelliwern",6.24,"Solar"
"United Kingdom","STRETE FARM SOLAR FARM",4.8,"Solar"
"United Kingdom","Safeguard Bradwall",4.99748,"Solar"
"United Kingdom","Safran Landing Systems Service",3.6,"Biomass"
"United Kingdom","Salcey Farm",5.46156,"Solar"
"United Kingdom","Salford Lodge",5,"Solar"
"United Kingdom","Salford Refuse Treatment Plant (AD)",2,"Biomass"
"United Kingdom","Salford Road",1.6,"Solar"
"United Kingdom","Salford Road Solar Farm (resubmission)",2.2,"Solar"
"United Kingdom","Salhouse Solar Farm",5,"Solar"
"United Kingdom","Salt Ayre",4,"Waste"
"United Kingdom",Saltend,1200,"Gas"
"United Kingdom","Saltend Wind Turbine",1.3,"Wind"
"United Kingdom","Sancton Hill Wind Farm",10.384,"Wind"
"United Kingdom",Sandbach,56,"Gas"
"United Kingdom","Sandhill Anaerobic Digestion Plant (Waste AD)",2,"Biomass"
"United Kingdom","Sandhill Solar Park",2,"Solar"
"United Kingdom","Sands Farm Quarry Landfill Site",3.5,"Waste"
"United Kingdom","Sandy Lane Generation Plant",2,"Waste"
"United Kingdom","Sandy Lane Landfill Scheme",2.3,"Waste"
"United Kingdom","Sandys Moor",2.9,"Solar"
"United Kingdom","Sanquhar Community Windfarm",32.4,"Wind"
"United Kingdom",Saron,6.33258,"Solar"
"United Kingdom","Sawmills Solar Farm",6.5,"Solar"
"United Kingdom","Saxley Farm",5,"Solar"
"United Kingdom","Says Court",19.807,"Solar"
"United Kingdom","School Aycliffe",5,"Solar"
"United Kingdom",Scorton,1,"Waste"
"United Kingdom",Scottow,40.3,"Solar"
"United Kingdom","Scottow East2",15,"Solar"
"United Kingdom","Scottow W II",17.2,"Solar"
"United Kingdom","Scottow West",20,"Solar"
"United Kingdom","Scout Moor",65,"Wind"
"United Kingdom","Scouthead Power Plant",2.9,"Waste"
"United Kingdom",Screggagh,20,"Wind"
"United Kingdom","Screwfix Direct",2.5,"Solar"
"United Kingdom","Scroby Sands",60,"Wind"
"United Kingdom","SeaGen Tidal Farm",1.2,"Wave and Tidal"
"United Kingdom","Seabank 1",812,"Gas"
"United Kingdom","Seabank 2",410,"Gas"
"United Kingdom",Seaforth,3,"Wind"
"United Kingdom","Seamer Carr",1.3,"Waste"
"United Kingdom","Seamer Wind Farm - Hambleton",4,"Wind"
"United Kingdom","Seamer Windfarm - Stockton on Tees",6,"Wind"
"United Kingdom","Seaton Road Solar Farm",4,"Solar"
"United Kingdom","Seaview Farm",1.7,"Solar"
"United Kingdom","Sedbury Park",5,"Solar"
"United Kingdom",Seegronan,13.8,"Wind"
"United Kingdom","Sefter Farm AD Plant (Farm AD)",1,"Biomass"
"United Kingdom","Seghill Village Waste Disposal Site phase 1 and 2",4.1,"Waste"
"United Kingdom","Sesswick A",4,"Solar"
"United Kingdom","Severn Power",850,"Gas"
"United Kingdom","Severn Road Solar Park",1.8,"Solar"
"United Kingdom","Severn Trent STW",2.5,"Wind"
"United Kingdom","Severn Trent Water - Stoke Bardolph Wind Turbine",1.5,"Wind"
"United Kingdom","Severnside Energy Recovery Centre",32,"Waste"
"United Kingdom","Sevor Farm",9.3,"Solar"
"United Kingdom","Shacks Barn Solar Farm",5,"Solar"
"United Kingdom","Shakespeare Farm Landfill Site",1,"Waste"
"United Kingdom","Shantavny Scotch",16.1,"Wind"
"United Kingdom","Sharland Farm",2.8,"Solar"
"United Kingdom","Sharpness Docks",2,"Wind"
"United Kingdom","Shearman Field",1.9,"Waste"
"United Kingdom","Sheepbridge Court Farm",8,"Solar"
"United Kingdom","Sheffield ERF",19.3,"Waste"
"United Kingdom","Shelford Generation Plant II",8,"Waste"
"United Kingdom","Shelford Landfill Scheme",1.9,"Waste"
"United Kingdom",Shelswell,5.06331,"Solar"
"United Kingdom","Shepham Lane (Resubmission)",7.5,"Wind"
"United Kingdom",Sherburn,5,"Solar"
"United Kingdom",Sheriffhales,5,"Solar"
"United Kingdom","Sheringham Shoal BMU 1 & 2",316,"Wind"
"United Kingdom","Shielburn Farm",6.9,"Wind"
"United Kingdom",Shin,18.6,"Hydro"
"United Kingdom","Shipton Bellinger - Park House Corner Solar Farm",5.4,"Solar"
"United Kingdom","Shoals Hook Farm",12.1,"Solar"
"United Kingdom",Shooters,2,"Wind"
"United Kingdom","Shooters Bottom Solar Park",7,"Solar"
"United Kingdom",Shoreham,420,"Gas"
"United Kingdom","Short Hazel Solar Farm",5,"Solar"
"United Kingdom","Shortheath Solar Park",5,"Solar"
"United Kingdom",Shotwick,72.209,"Solar"
"United Kingdom",Shroton,4,"Solar"
"United Kingdom","Sibelco Brassington",2.3,"Wind"
"United Kingdom","Siddick Wind Farm",4.2,"Wind"
"United Kingdom","Sidegate Lane",2.4,"Waste"
"United Kingdom","Sidegate Lane Landfill Site",1.3,"Waste"
"United Kingdom","Silent Valley Landfill Scheme",2.7,"Waste"
"United Kingdom","Sinfin Lane",7.5,"Biomass"
"United Kingdom","Singleton Birch (Farm AD)",1.5,"Biomass"
"United Kingdom",Sisters,8.4,"Wind"
"United Kingdom","Site To North East Of  Lochcraigs Farm",5,"Solar"
"United Kingdom","Six Hills Solar Farm",18.7,"Solar"
"United Kingdom","Sixpenny Wood",20.5,"Wind"
"United Kingdom","Sizewell B",1198,"Nuclear"
"United Kingdom","Skeddoway Farm Wind Turbine",1.5,"Wind"
"United Kingdom","Skeddoway Farm Wind Turbine (Resubmission)",1.5,"Wind"
"United Kingdom",Skegness,10.684,"Solar"
"United Kingdom","Skegness Solar Park",4.9,"Solar"
"United Kingdom","Skelbrooke Landfill Gas Project",2.1,"Waste"
"United Kingdom","Skelmonae Wind Farm",3.2,"Wind"
"United Kingdom","Skelton Grange Landfill",5.2,"Waste"
"United Kingdom",Skibeden,2,"Waste"
"United Kingdom",Skylark,4.93885,"Solar"
"United Kingdom","Slaughtergate Farm",1.8,"Solar"
"United Kingdom","Sleaford Renewable Energy Plant",40,"Biomass"
"United Kingdom","Slieve Divena",30,"Wind"
"United Kingdom","Slieve Divena Phase 2 Wind Farm",18.8,"Wind"
"United Kingdom","Slieve Kirk",73.6,"Wind"
"United Kingdom","Slieve Rushen Extension",54,"Wind"
"United Kingdom","Slieve Rushen Phase 1 Wind Farm",5,"Wind"
"United Kingdom",Slieveglass,6.9,"Wind"
"United Kingdom",Slough,35,"Cogeneration"
"United Kingdom","Slough Sewage Treatment Works",1.2,"Waste"
"United Kingdom",Sloy,152.5,"Hydro"
"United Kingdom","Smith Hall Farm Solar Park",5,"Solar"
"United Kingdom","Snarlton Farm (Melksham solar farm)",49.6,"Solar"
"United Kingdom","Snetterton Biomass Plant",44.2,"Biomass"
"United Kingdom","Snettisham Solar Farm",2.7,"Solar"
"United Kingdom","Sober Hill",12.3,"Wind"
"United Kingdom","Solar Farm at Fields Farm (Phase 1)",5,"Solar"
"United Kingdom","Solar farm at land at The Willows  Uttoxeter",6.4,"Solar"
"United Kingdom",Solutia,5,"Wind"
"United Kingdom","Somersal Mill Farm",2.6,"Solar"
"United Kingdom",Somerton,1.8,"Wind"
"United Kingdom","Somerton Door Farm",8.7,"Solar"
"United Kingdom","Soothills Landfill",1,"Waste"
"United Kingdom","South Antrim Solar Park - Phase 1",6.5,"Solar"
"United Kingdom","South Cathkin Landfill Site",7.4,"Waste"
"United Kingdom","South Creake",26.0012,"Solar"
"United Kingdom","South Humber Bank",1310,"Gas"
"United Kingdom","South Kirkby Business Park (Waste AD)",6,"Biomass"
"United Kingdom","South Lees Farm",11,"Solar"
"United Kingdom","South Manchester Resource Recovery Centre (AD)",2,"Biomass"
"United Kingdom","South Newton Farm",11.3,"Solar"
"United Kingdom","South Sharpley Wind Farm",6.2304,"Wind"
"United Kingdom","South View Farm",2,"Biomass"
"United Kingdom","South of Henley Hall",5,"Solar"
"United Kingdom","Southbrook Solar Farm",5,"Solar"
"United Kingdom","Southcombe Farm",1.2,"Solar"
"United Kingdom","Southdown Quarry",1.5,"Solar"
"United Kingdom","Southern Counties Shooting Ground Phase 1 (resubmission)",9,"Solar"
"United Kingdom","Southern Counties Shooting Ground Phase 2 (resubmission)",5,"Solar"
"United Kingdom","Southern Law",5.2,"Wind"
"United Kingdom","Southfield Solar Park",9.7614,"Solar"
"United Kingdom","Southill Solar (resubmission)",4.5,"Solar"
"United Kingdom","Southleigh Landfill",3.5,"Waste"
"United Kingdom",Southrigg,1.5,"Wind"
"United Kingdom","Southwick Estate",48,"Solar"
"United Kingdom","Sowerby Lodge Farm",5,"Solar"
"United Kingdom",Spalding,880,"Gas"
"United Kingdom",Spaldington,11.75,"Wind"
"United Kingdom","Speyside Biomass CHP Plant",12.5,"Biomass"
"United Kingdom","Spicer Hill Wind Farm",6.9,"Wind"
"United Kingdom","Spittleborough Farm",12,"Solar"
"United Kingdom","Spriggs Farm",12,"Solar"
"United Kingdom","Spring Farm (biomass)",1,"Biomass"
"United Kingdom","Springfield Farm",1.4,"Waste"
"United Kingdom","Springhill Solar Park (Northwick)",5,"Solar"
"United Kingdom","Spurness Extension",10,"Wind"
"United Kingdom","Squabb Wood",1,"Waste"
"United Kingdom","Sron Mor",4,"Hydro"
"United Kingdom","Srondoire Community Wind Farm",6,"Wind"
"United Kingdom","St Breock",10.261,"Wind"
"United Kingdom","St Columb Major Solar Farm",7,"Solar"
"United Kingdom","St Day II",2,"Waste"
"United Kingdom","St Fergus Moss Wind Farm",6,"Wind"
"United Kingdom","St Francis",4.32531,"Solar"
"United Kingdom","St Helen's Lane",5,"Solar"
"United Kingdom","St John Hill",7.7,"Wind"
"United Kingdom","St John's Well",2.4,"Wind"
"United Kingdom","St Johns Wells Wind Cluster Extension",3.2,"Wind"
"United Kingdom","St Nicholas Court Farm (AD) - resubmission",1.2,"Biomass"
"United Kingdom","St. Johns Hill",25,"Wind"
"United Kingdom",Stables,1.966,"Solar"
"United Kingdom","Stags Holt",20,"Wind"
"United Kingdom","Stags Holt Extension",2,"Wind"
"United Kingdom","Staining Wood Farm",4.9,"Solar"
"United Kingdom","Standen Heath",1.5,"Waste"
"United Kingdom","Standford Hill",4.6,"Wind"
"United Kingdom","Stangate Landfill Site",4.5,"Waste"
"United Kingdom","Stanton solar park",5,"Solar"
"United Kingdom","Stantway Solar Farm",5,"Solar"
"United Kingdom","Staples Anaerobic Digestion CHP Plant (Waste AD)",1.4,"Biomass"
"United Kingdom","Station Farm Landfill Scheme",2,"Waste"
"United Kingdom","Station Works AD",1,"Biomass"
"United Kingdom","Staveley Power",2.1,"Waste"
"United Kingdom","Staythorpe C",1772,"Gas"
